1.27457,225141
1.2745,245572
1.27377,242327
1.27324,67121
1.27257,118965
1.27248,23971
1.27185,106905
1.27182,219168
1.2717,141298
1.27136,212934
1.2708,247852
1.26987,175181
1.26816,43943
1.26754,209872
1.26746,183040
1.26737,202473
1.26736,127058
1.26621,257117
1.26372,139769
1.26311,231349
1.26283,237971
1.2619,247106
1.26183,260276
1.2617,224619
1.26151,259935
1.26089,80991
1.26046,121566
1.25994,212644
1.25936,77140
1.25868,261669
1.25863,244575
1.25834,69699
1.25823,115377
1.25749,137857
1.25551,126795
1.25444,167738
1.25394,202672
1.25235,122881
1.25221,41898
1.25093,65148
1.25016,154295
1.2497,15908
1.24907,206833
1.24891,241085
1.24772,141042
1.24717,108470
1.24651,254470
1.24629,237284
1.24587,180328
1.2455,23484
1.24538,24659
1.24489,25198
1.24441,49577
1.2436,6918
1.24287,45190
1.24272,92
1.242,169675
1.24066,150755
1.23996,122165
1.23941,138656
1.23895,177898
1.23878,187708
1.23853,228716
1.23821,241979
1.23812,259379
1.2379,224110
1.23772,103898
1.23741,224735
1.23636,97070
1.23568,220137
1.23492,196721
1.2349,232516
1.23413,104186
1.23413,182927
1.23411,52947
1.23386,140424
1.23378,165853
1.23332,189707
1.23294,97593
1.23279,235560
1.2327,215431
1.23246,217009
1.23245,32067
1.23244,235761
1.23222,197352
1.23176,236232
1.23174,250665
1.23155,19316
1.23109,230208
1.23004,159890
1.22929,253870
1.22895,15993
1.22824,26087
1.22789,157261
1.22676,227659
1.22637,44244
1.22629,56697
1.22596,116074
1.22523,252827
1.22519,82473
1.22518,143714
1.22482,174403
1.22391,203340
1.22297,82417
1.22212,143201
1.22204,257213
1.22165,174694
1.22141,128257
1.22137,155424
1.2209,168789
1.22088,32962
1.22072,84800
1.22058,215796
1.22057,128190
1.21988,150642
1.21955,243459
1.21943,143786
1.2191,117528
1.21885,92137
1.21878,195193
1.21837,38734
1.21812,88101
1.21769,6917
1.21751,253726
1.21739,170200
1.21662,102650
1.21611,239306
1.21604,254257
1.2158,258190
1.21497,236230
1.21492,70787
1.21478,80514
1.21465,27653
1.21348,134115
1.21287,139624
1.21278,154849
1.21253,188419
1.21223,167804
1.21191,224481
1.21122,229408
1.20994,261533
1.20947,254445
1.20895,151217
1.20884,188669
1.20799,114608
1.20782,104790
1.20736,246536
1.20722,185863
1.20655,136028
1.20635,80643
1.2057,239843
1.20567,237323
1.20541,250317
1.20532,2539
1.20532,10393
1.20507,180899
1.20489,244188
1.20425,141483
1.20381,254172
1.20242,210555
1.20191,213877
1.20152,133801
1.20122,228911
1.20119,169698
1.20059,213917
1.20043,186398
1.20038,252886
1.20022,239313
1.1999,157956
1.19935,43985
1.19905,178505
1.19724,47643
1.19713,32273
1.19707,95890
1.197,112451
1.19684,133953
1.19667,187259
1.19656,43662
1.19638,182983
1.19621,69103
1.19619,192333
1.19554,16491
1.19441,128450
1.19437,20388
1.19391,25618
1.19363,76554
1.19345,195508
1.1934,227353
1.19324,221667
1.19282,103169
1.19238,146921
1.19211,109814
1.19105,106048
1.19085,238532
1.19064,164148
1.19052,116214
1.18938,13704
1.18917,232659
1.18906,111801
1.18897,20626
1.18882,252799
1.18866,239594
1.18848,183367
1.188,190650
1.18788,134712
1.18748,143260
1.18738,190742
1.18735,248329
1.1873,95879
1.1866,108432
1.18636,204599
1.18622,83434
1.18504,131523
1.1849,119360
1.18448,130508
1.1843,159386
1.18426,252957
1.18405,4911
1.18392,204741
1.1838,239315
1.18358,147474
1.18318,51028
1.18308,100932
1.18246,189234
1.1818,122910
1.18009,131717
1.17855,121836
1.17823,165718
1.17814,188536
1.17794,40170
1.17794,7999
1.17768,247988
1.17725,118366
1.17652,220064
1.17638,204168
1.17606,251088
1.17555,128219
1.17499,214861
1.17462,16634
1.17325,101944
1.1731,220059
1.17285,179441
1.17266,154893
1.17216,113346
1.17209,250129
1.17198,212803
1.1719,167641
1.17168,201148
1.1713,239934
1.17115,253871
1.17097,107144
1.17085,20619
1.17025,254720
1.16983,192684
1.16898,248054
1.16896,221767
1.16891,82786
1.1686,180001
1.16766,212511
1.16743,115708
1.16701,132787
1.16695,198107
1.16684,193057
1.16635,201198
1.16587,225274
1.16577,252540
1.16569,26759
1.16498,118050
1.16474,45498
1.16452,34563
1.1642,225269
1.16408,207104
1.16394,68367
1.16376,251456
1.16351,210262
1.16288,207124
1.16068,59858
1.16057,108197
1.16024,206643
1.16023,66195
1.16016,75792
1.15978,225767
1.15971,187242
1.15964,134325
1.15958,117226
1.15887,229627
1.15849,252425
1.15844,87108
1.15809,187046
1.15798,113524
1.15746,180209
1.1571,142937
1.15692,54645
1.15665,5764
1.15637,67956
1.15602,220320
1.15583,183186
1.15571,196547
1.15549,9735
1.15542,203880
1.15512,234229
1.15503,188043
1.15479,250610
1.15432,236430
1.1535,197651
1.15267,149162
1.15265,172215
1.15254,142768
1.15176,245160
1.15164,251641
1.15153,202051
1.15135,261962
1.15129,213781
1.1508,163162
1.15063,132149
1.15057,209953
1.15026,41229
1.15017,253077
1.15016,211626
1.14983,180972
1.14949,115036
1.14919,5457
1.14908,148797
1.14792,241484
1.14786,260258
1.14784,20153
1.14767,201962
1.1475,221984
1.14698,232466
1.14669,206996
1.14597,217068
1.14597,100682
1.14564,127629
1.14524,49751
1.14481,179336
1.14449,128839
1.14405,70859
1.14373,251067
1.14368,91152
1.14362,181873
1.14324,73761
1.14283,212209
1.14238,24935
1.1416,193551
1.14154,121894
1.14141,243488
1.14129,180768
1.14087,257667
1.14033,193904
1.13989,155263
1.13981,81415
1.13945,167667
1.13917,108235
1.13912,228106
1.13907,183920
1.13869,78709
1.13853,223961
1.13791,54809
1.1378,155891
1.13772,195454
1.13757,212394
1.13745,134758
1.13743,215048
1.13731,152133
1.13728,78289
1.13724,248409
1.13708,63094
1.13679,149525
1.13671,182516
1.13668,146236
1.13638,174193
1.13637,91656
1.13625,124890
1.13587,219108
1.13558,37636
1.13512,40570
1.13431,258819
1.1343,149015
1.1342,185399
1.13403,118810
1.13362,191915
1.1336,158161
1.13332,105205
1.13283,45555
1.1328,207322
1.13267,196167
1.13233,219465
1.13214,150518
1.13174,233886
1.1317,137656
1.13162,47709
1.1314,43586
1.13135,261901
1.13124,92917
1.13119,141027
1.13098,133193
1.13082,130149
1.13067,203787
1.13046,226096
1.13044,71808
1.13037,166680
1.12999,192825
1.12989,158955
1.12981,183753
1.12961,196186
1.12951,257502
1.12827,142250
1.12799,251383
1.12798,17523
1.12763,102490
1.12743,27449
1.12716,92687
1.12705,150241
1.12668,145146
1.12656,99225
1.12631,233720
1.12602,148425
1.12601,74606
1.12596,204409
1.12573,211739
1.1251,245437
1.12486,201037
1.12444,107693
1.1244,62978
1.12396,208434
1.12349,177904
1.12335,213364
1.12331,217249
1.12331,200979
1.12292,231547
1.12292,232887
1.12245,217076
1.1224,212742
1.12153,153838
1.12138,166942
1.12059,207101
1.12056,174152
1.12037,214536
1.12025,199317
1.12019,157546
1.11988,115641
1.11958,254774
1.11923,190741
1.11911,155749
1.11879,146833
1.11861,108187
1.11847,229337
1.11843,138123
1.1182,189502
1.11803,69460
1.11777,91318
1.11772,200043
1.11766,79656
1.11757,259128
1.11749,251803
1.11728,220681
1.11726,201157
1.11706,143644
1.117,220605
1.11694,236345
1.11689,79185
1.11669,139587
1.11661,257283
1.11659,31379
1.11647,232061
1.11605,216529
1.11538,197452
1.11509,224772
1.1148,225244
1.11469,65442
1.11381,107504
1.11376,97514
1.11362,112583
1.11351,191169
1.11322,222664
1.11316,8678
1.11303,69237
1.1126,260164
1.11224,115768
1.11208,24274
1.11193,90525
1.11118,235592
1.11111,87380
1.11102,44135
1.11076,166576
1.11066,7480
1.11062,218055
1.11058,156180
1.11038,25890
1.11016,161614
1.10951,12810
1.10916,59317
1.10877,145664
1.10819,129157
1.10796,182401
1.10779,256170
1.10767,166943
1.10747,225690
1.10675,178825
1.10588,117548
1.10505,64959
1.10426,173991
1.1042,191795
1.1039,258045
1.1039,153998
1.10373,103966
1.10321,154899
1.10314,246528
1.10308,198502
1.10302,83207
1.10278,86945
1.10276,81228
1.1025,63414
1.10206,192284
1.10195,109495
1.10159,84215
1.10127,204305
1.10125,135372
1.1011,204799
1.10097,72031
1.10073,30433
1.09994,204054
1.09992,27544
1.0998,102491
1.09974,25506
1.09944,172798
1.09922,115766
1.09911,213673
1.09893,23353
1.09876,103279
1.09854,22583
1.09844,225243
1.09835,215049
1.09756,201893
1.09756,250744
1.09746,91622
1.09724,87372
1.09722,229432
1.09672,236026
1.09651,122333
1.09634,150577
1.09625,174987
1.09621,160020
1.09606,32261
1.09589,147238
1.09561,199052
1.09558,106829
1.09498,254371
1.0948,10629
1.0945,194424
1.09445,178789
1.09418,245286
1.09415,230851
1.09404,242632
1.09352,24161
1.09291,194585
1.09285,197448
1.09217,59968
1.09187,235440
1.0917,39887
1.09158,260357
1.09108,201690
1.09103,200664
1.09088,250990
1.09086,29851
1.09071,199109
1.09056,54148
1.09055,155594
1.09051,245332
1.09029,251338
1.09024,257887
1.09019,235032
1.08987,195316
1.08947,247846
1.0894,234560
1.08927,167024
1.08884,87358
1.08877,248883
1.08833,97737
1.08747,130096
1.08732,160094
1.08722,128903
1.08711,165762
1.08688,94431
1.08625,245281
1.08619,207163
1.08589,169342
1.08501,245614
1.08496,119015
1.0849,159215
1.08488,188964
1.08476,123363
1.08474,144993
1.0847,15637
1.08425,75012
1.08419,208415
1.08386,247860
1.08354,41409
1.08336,117790
1.08327,174059
1.08319,114761
1.08309,208657
1.08279,48798
1.08272,98499
1.08266,29311
1.0826,51219
1.08256,207422
1.08246,35418
1.08246,138574
1.0824,253535
1.08198,218792
1.08183,166214
1.08163,142543
1.08156,145489
1.08137,142699
1.08113,247097
1.08104,221522
1.08071,116101
1.0806,126794
1.08039,108873
1.08013,5701
1.08009,106368
1.08006,227675
1.07995,235892
1.07994,166808
1.0794,219044
1.07933,101437
1.07915,231884
1.07912,184580
1.07884,121144
1.07842,200953
1.07837,106284
1.07834,213628
1.07832,228151
1.07829,249859
1.07806,45382
1.07766,120929
1.07739,233976
1.0773,123565
1.07701,187743
1.07692,88098
1.07624,210460
1.076,146920
1.07594,256230
1.07572,109362
1.07557,240163
1.07536,206417
1.07513,66155
1.07472,139269
1.07471,234247
1.07434,68930
1.07418,160063
1.07413,124094
1.07335,127105
1.07325,142084
1.0732,260448
1.07319,244261
1.0721,193929
1.07206,253456
1.07182,103095
1.07178,115315
1.07157,148867
1.07148,74354
1.07143,160090
1.07138,218537
1.07092,114297
1.07069,249981
1.07035,224226
1.06979,47478
1.06902,170764
1.06894,134810
1.06888,226167
1.06882,212968
1.06811,45410
1.0679,248202
1.06777,237245
1.06756,216417
1.06743,180186
1.06711,66161
1.06706,26009
1.06676,51969
1.06648,197058
1.06641,141037
1.06624,162285
1.0658,134786
1.06562,101943
1.06543,192624
1.06513,222428
1.06494,170415
1.06486,256970
1.0648,187192
1.06435,143662
1.06434,160038
1.06405,99620
1.06363,30114
1.0636,158086
1.06326,208497
1.06309,145383
1.06281,198662
1.06247,165134
1.06214,188221
1.06157,147555
1.0612,144175
1.06114,256992
1.06096,244166
1.06082,150129
1.06077,206807
1.06064,80796
1.06041,151129
1.0604,182028
1.06039,185686
1.06038,159929
1.06013,81114
1.06002,236617
1.05992,205174
1.05987,187448
1.05938,247581
1.05918,134339
1.05887,229900
1.05837,129758
1.05794,90824
1.05789,153967
1.05783,243497
1.0573,71946
1.05727,19969
1.05723,38221
1.05708,176120
1.05671,113144
1.05659,136630
1.05642,256007
1.05628,181909
1.0562,159093
1.05619,106650
1.05608,231276
1.05603,214778
1.05582,160213
1.05567,251367
1.05544,209560
1.05538,152995
1.05533,78800
1.0551,219459
1.0545,256629
1.05407,58348
1.05407,250435
1.05404,253727
1.054,211798
1.05372,93064
1.05363,142887
1.05336,222998
1.05319,231812
1.053,20151
1.05293,183045
1.05289,16821
1.0525,209740
1.05248,170919
1.05236,170198
1.05235,12774
1.05228,72192
1.05225,199538
1.05207,69597
1.05207,26868
1.05206,143123
1.05195,39579
1.05194,203192
1.05181,95930
1.05168,41788
1.05134,222209
1.05132,78651
1.05112,29043
1.05097,141642
1.0509,235328
1.05062,175300
1.05032,216786
1.05031,65935
1.05028,50132
1.05025,113387
1.05023,1187
1.04993,61093
1.0498,221064
1.04953,260096
1.04926,242528
1.04922,233076
1.04918,114469
1.04916,10161
1.04896,35095
1.04886,252491
1.04873,68986
1.04861,103110
1.04838,28740
1.04829,162661
1.0481,77412
1.04806,123426
1.04776,246498
1.04756,169509
1.04733,23993
1.04731,156981
1.04719,109165
1.04647,177341
1.04643,256595
1.04635,120349
1.04634,152199
1.04606,256991
1.04594,170651
1.04585,208593
1.04549,166195
1.04514,150251
1.04512,16816
1.04506,214363
1.04504,163090
1.04485,92543
1.0446,33041
1.04437,210372
1.04436,134520
1.04423,191370
1.04412,205913
1.04401,221290
1.04383,215962
1.04376,236227
1.04374,117121
1.04364,28742
1.04339,69299
1.04332,230898
1.04313,101565
1.04312,211775
1.04291,241649
1.04278,115683
1.04255,71743
1.04247,235760
1.0423,247284
1.04194,41177
1.04192,105249
1.0418,58074
1.04149,22551
1.04106,224601
1.04103,152631
1.04101,201573
1.04098,192919
1.04096,88300
1.0406,80958
1.04048,85952
1.04034,253728
1.04034,240236
1.04033,194150
1.04026,96906
1.0402,9194
1.04012,257994
1.04008,187739
1.04007,225776
1.04005,21048
1.03991,220434
1.03983,181344
1.03981,237115
1.03977,18284
1.03969,142321
1.03936,19175
1.03931,231500
1.03904,167379
1.03861,246086
1.03821,163839
1.03813,245342
1.03802,70972
1.03782,22141
1.0378,178371
1.03778,1313
1.03776,253707
1.03751,157608
1.03742,81007
1.03734,140158
1.03732,149669
1.03722,157771
1.0371,114098
1.03694,132544
1.03682,146985
1.03679,115170
1.03672,186512
1.0362,249750
1.0362,181743
1.03575,22087
1.03562,45281
1.03551,69565
1.03539,15300
1.03525,170856
1.03463,223928
1.03457,251358
1.03456,161280
1.03443,24301
1.03418,122904
1.03417,200319
1.03412,164073
1.03396,228280
1.03395,29195
1.03358,26007
1.03354,228543
1.03346,142000
1.03337,253372
1.03332,73984
1.03286,153312
1.03281,38563
1.03278,168378
1.03267,108438
1.03265,72301
1.03229,65163
1.03198,75962
1.03181,254104
1.03177,240222
1.03171,177580
1.0316,21040
1.03149,166809
1.0313,88586
1.03125,249707
1.03121,153888
1.03099,259439
1.03086,227741
1.03071,135375
1.03057,199813
1.03057,214447
1.03038,160815
1.03027,20245
1.03017,50118
1.02993,182280
1.02978,133265
1.02955,108204
1.02945,11501
1.02931,107974
1.029,22882
1.02886,40334
1.02883,94895
1.02838,130275
1.02837,19824
1.02829,242700
1.02813,19183
1.02812,46783
1.02804,73624
1.02788,154593
1.02778,89668
1.02763,103939
1.02743,38076
1.02726,212393
1.02723,20206
1.02689,179642
1.02656,134555
1.0265,113416
1.02648,106009
1.02637,122994
1.02621,248605
1.02599,239572
1.02593,91101
1.02578,200491
1.02578,211447
1.02507,183333
1.02506,185946
1.02502,85644
1.02501,102864
1.02461,96569
1.02432,148262
1.02427,248542
1.02425,209852
1.02419,181374
1.0241,182106
1.02402,188942
1.02378,36096
1.0237,219655
1.0237,257975
1.02362,164932
1.02336,220552
1.02336,64578
1.02315,200752
1.02299,150035
1.02295,258170
1.02277,229159
1.02238,251237
1.02237,131203
1.02215,82972
1.02212,3186
1.02209,172310
1.02196,196919
1.02147,165031
1.02141,48734
1.02133,154695
1.02109,179738
1.02086,242695
1.02081,108458
1.02079,233662
1.02056,246471
1.02056,196268
1.02049,81683
1.02036,100861
1.02034,99938
1.02007,247789
1.01948,219001
1.0191,116212
1.01898,45841
1.01883,76753
1.01817,21357
1.01781,261182
1.01779,77017
1.01776,255815
1.01773,261881
1.01772,96963
1.01762,165062
1.0174,193157
1.01732,252273
1.0173,259798
1.01727,59193
1.01714,154118
1.01705,154993
1.01689,182848
1.0166,55922
1.01628,203868
1.016,105565
1.01593,227951
1.01572,261277
1.01565,95284
1.01538,130219
1.01535,235626
1.01531,164035
1.01518,191354
1.01489,179046
1.01465,241511
1.01445,66219
1.01427,173426
1.0142,171325
1.01384,173518
1.01367,49061
1.01361,238647
1.01345,209328
1.01343,122780
1.01337,247409
1.01328,254721
1.01323,161451
1.01316,81393
1.01315,192042
1.01314,42616
1.01292,53847
1.01251,22388
1.0124,26529
1.01233,194734
1.01227,135830
1.01218,122588
1.01216,80132
1.01194,229833
1.01163,224081
1.0115,50536
1.01136,54029
1.01122,74342
1.01105,254337
1.01077,229626
1.01063,192821
1.01012,174809
1.00982,144494
1.00964,149675
1.00945,133136
1.00944,40882
1.0094,160320
1.00926,257671
1.00922,105120
1.00914,193214
1.00901,86516
1.00896,203345
1.00893,101978
1.00892,250546
1.00891,146728
1.00865,261029
1.00864,108004
1.00858,88916
1.008,34002
1.00764,88979
1.00748,111496
1.0073,195376
1.00716,47534
1.00713,226248
1.00676,109811
1.00666,40265
1.0065,131581
1.00643,219349
1.00623,12491
1.00615,132558
1.00613,147848
1.00606,260334
1.00603,116890
1.00598,138682
1.00578,178309
1.00572,222886
1.0057,146273
1.00566,42592
1.00548,95162
1.00531,163730
1.00531,128412
1.00529,204703
1.00527,86970
1.00516,55975
1.00478,170938
1.00467,175533
1.00448,261318
1.00439,87571
1.00415,181267
1.00412,226965
1.00398,11107
1.00391,19077
1.0039,225077
1.00388,134476
1.00364,253716
1.00356,244282
1.00353,131522
1.00341,48394
1.0033,83328
1.00318,66947
1.00314,116931
1.00304,31225
1.00259,115650
1.00249,250677
1.00239,253985
1.00225,166123
1.00217,109552
1.00212,46744
1.00206,92458
1.00194,122115
1.00161,141565
1.00157,99649
1.0014,29404
1.00129,243678
1.00097,22646
1.00095,153474
1.00072,160177
1.00066,94294
1.00055,35927
1.00044,155535
1.00037,154343
1.00034,122706
1.0001,175320
0.999862,210100
0.999829,153656
0.999657,236350
0.999599,64570
0.999353,227680
0.99927,106706
0.999258,98743
0.999023,227658
0.998946,166299
0.998805,213942
0.998611,183688
0.998387,159221
0.998287,81981
0.998163,169827
0.997983,133128
0.997786,176234
0.997669,243489
0.997584,193204
0.997541,57675
0.997524,225330
0.997432,148670
0.997306,254817
0.997298,216852
0.997282,234398
0.997184,257351
0.996869,38173
0.996827,29357
0.996667,244631
0.996582,235537
0.996553,150887
0.996425,259838
0.996406,78654
0.996307,117609
0.996087,246582
0.996001,234662
0.995994,137894
0.995762,160942
0.995499,181851
0.995442,133569
0.995434,247131
0.995396,140209
0.995382,62419
0.994834,203046
0.99483,197611
0.994522,57455
0.994521,118310
0.994288,208503
0.994272,257637
0.994253,250373
0.994109,35831
0.994083,79431
0.993855,71522
0.99384,235897
0.993407,30811
0.993396,256636
0.993375,186599
0.993363,102831
0.993359,227174
0.993185,195011
0.993047,181988
0.992888,101188
0.992761,38022
0.992721,259269
0.99264,190239
0.992637,209496
0.992394,259843
0.992379,87883
0.992316,148155
0.992266,199240
0.992192,145565
0.992086,121905
0.992044,19904
0.991998,182925
0.991971,43552
0.991722,160751
0.991662,260318
0.991519,47970
0.991487,111014
0.991478,209738
0.991341,144479
0.991279,85384
0.991178,140899
0.990994,27766
0.990939,241044
0.990827,118154
0.990723,159991
0.990637,19670
0.990159,12714
0.98997,230379
0.989872,95742
0.989782,213689
0.989713,48282
0.98963,228629
0.989622,181759
0.989155,24149
0.988987,198676
0.988675,158141
0.988562,199165
0.988474,140617
0.988361,126531
0.988156,252844
0.98805,255984
0.987852,105204
0.987808,260186
0.987547,109662
0.987461,116026
0.98714,235750
0.987134,198891
0.986917,165021
0.986804,262028
0.986469,231275
0.986461,156267
0.986404,231190
0.986246,83321
0.986141,143910
0.986101,81015
0.985962,243151
0.985843,184134
0.985783,169328
0.985672,118296
0.985657,215783
0.985655,31154
0.985411,189914
0.985215,30501
0.985067,184031
0.984987,104121
0.984868,218888
0.984704,214647
0.98464,168942
0.984578,200952
0.984405,47618
0.984354,256169
0.984319,248806
0.984133,115195
0.984129,242145
0.984107,215329
0.984007,219016
0.983855,41506
0.983846,50121
0.983816,125538
0.983774,78883
0.983647,212037
0.983578,127947
0.983562,123947
0.983396,240904
0.982857,80571
0.98278,200827
0.982689,1109
0.982629,256890
0.982625,204923
0.982609,4646
0.982582,185188
0.982576,105887
0.98254,21155
0.982512,121655
0.982488,67319
0.982421,225484
0.982394,47190
0.982375,101092
0.982338,27209
0.982201,153411
0.982177,242823
0.98217,181141
0.98206,177767
0.982056,257193
0.981934,57367
0.981897,9772
0.981652,96175
0.981009,140862
0.98056,163132
0.980434,171631
0.980297,259409
0.980238,145062
0.980077,132767
0.98002,184068
0.980009,5036
0.97993,203009
0.979889,132575
0.979826,85822
0.979802,181611
0.979554,145999
0.979356,191914
0.979325,57202
0.979302,181578
0.979232,34073
0.979218,98073
0.979136,23567
0.979058,28037
0.978906,145298
0.978905,189314
0.978772,110934
0.978693,246328
0.978504,243438
0.978476,92101
0.978427,37327
0.978307,82020
0.978243,244394
0.978157,141999
0.978082,250130
0.97805,260187
0.977678,200461
0.977466,256357
0.9774,83068
0.977288,117515
0.977237,170094
0.977173,115365
0.976864,18826
0.976842,87028
0.976816,32786
0.976622,255339
0.976377,174939
0.97626,159116
0.97626,12368
0.976188,159134
0.976117,111170
0.976079,28589
0.975757,94719
0.975697,237101
0.975678,21444
0.975245,178552
0.975199,202148
0.975074,98276
0.974852,234822
0.974778,211182
0.974367,49242
0.974358,31433
0.97429,77396
0.973888,233070
0.973872,79304
0.973705,87268
0.973697,27309
0.973408,221769
0.973373,94254
0.973363,216393
0.97327,230423
0.973252,206114
0.973149,128446
0.972953,195617
